,HUMAN_CODING,HUMAN_NON_CODING,MOUSE_CODING,MOUSE_NON_CODING,NON_PROMOTER,HUMAN_CODING_GENERATED,GENERAL
PBX1,0.29806565064478313,0.4704875962360992,0.3091216216216216,0.473667100130039,0.6119728550654386,0.3595,0.48460158469128417
BCL6,0.33968347010551,0.4264328485885372,0.39414414414414417,0.48179453836150843,0.578203263855227,0.4015,0.48579757811332036
HOXD11,0.23153575615474795,0.4726261762189906,0.19932432432432431,0.42360208062418725,0.6836322507674907,0.479,0.4980565106891912
ZNF418,0.35140679953106685,0.5042771599657827,0.34966216216216217,0.526332899869961,0.6118920665697205,0.4855,0.515174166542084
MYF6,0.33528722157092616,0.4940119760479042,0.325731981981982,0.5881014304291288,0.6206172241072871,0.4245,0.5156226640753476
MSC,0.37924970691676435,0.5260906757912746,0.3657094594594595,0.5692457737321196,0.5950072709646146,0.4305,0.5157721632531022
CUX1,0.2816529894490035,0.4281437125748503,0.31024774774774777,0.4229518855656697,0.6836322507674907,0.494,0.5163327851696816
STAT1,0.37778429073856973,0.4632164242942686,0.3837274774774775,0.5022756827048115,0.6247374373889159,0.423,0.5179772761249813
EGR3,1.1553341148886285,0.5988023952095808,1.0149211711711712,0.5630689206762028,0.14727742769429633,0.858,0.5313948273284497
HNF1A,0.23182883939038687,0.5034217279726262,0.1751126126126126,0.4434330299089727,0.7539182420423332,0.502,0.5340858125280311
OLIG2,0.27256740914419697,0.43627031650983744,0.2643581081081081,0.4463589076723017,0.7468896429148489,0.4365,0.5374495440275079
Alx4,0.3256154747948417,0.5568862275449101,0.32460585585585583,0.4778933680104031,0.6699789949911132,0.5295,0.537748542383017
IRF5,0.48182883939038684,0.49786142001710865,0.553490990990991,0.511703511053316,0.56317660365164,0.5445,0.5384960382717895
HOXD3,0.317116060961313,0.5603079555175363,0.3054617117117117,0.4850455136540962,0.6989820649539505,0.5065,0.54694274181492
Arx,0.2898593200468933,0.501710863986313,0.29617117117117114,0.4684655396618986,0.7152205525933107,0.577,0.5479892360592017
ETV2,0.7878077373974208,0.5436270316509837,0.9552364864864865,0.5607932379713915,0.3618516723218614,0.577,0.549783226192256
TEAD3,0.35668229777256744,0.5094097519247219,0.34346846846846846,0.540962288686606,0.6903376959121021,0.452,0.5509418448198535
HOXA2,0.28839390386869873,0.558169375534645,0.2759009009009009,0.4665149544863459,0.7245112296009049,0.543,0.5515772163253102
PRRX2,0.27667057444314186,0.5363558597091531,0.26914414414414417,0.4066970091027308,0.7460009694619486,0.5905,0.5538944535805053
SMAD5,0.6354044548651817,0.5449101796407185,0.7255067567567568,0.5903771131339401,0.47309743092583617,0.6305,0.5588279264464046
Dmbx1,0.35463071512309496,0.5449101796407185,0.36599099099099097,0.5068270481144344,0.7053643561156892,0.4815,0.5620047839736881
DMRT3,0.38452520515826494,0.47775876817792984,0.42117117117117114,0.5546163849154746,0.6812085958959444,0.522,0.5646210195843923
FOXO1::ELK3,0.47039859320046895,0.548759623609923,0.5177364864864865,0.567295188556567,0.6240911294231701,0.5325,0.5704141127223801
Stat6,0.2913247362250879,0.4662104362703165,0.2778716216216216,0.45513654096228867,0.7988366456616578,0.4655,0.5714606069666617
ZKSCAN3,0.720398593200469,0.6432848588537211,0.7114301801801802,0.659297789336801,0.4631604459524964,0.543,0.5731798475108387
ZNF75D,0.5099648300117233,0.676218990590248,0.5073198198198198,0.6115084525357607,0.5958959444175149,0.533,0.577291074899088
FEV,0.9311254396248535,0.5457656116338752,1.162162162162162,0.5721716514954487,0.2983519146873485,0.725,0.578711317087756
ZNF85,0.35463071512309496,0.5337895637296834,0.3738738738738739,0.5110533159947984,0.7604621101955081,0.462,0.586597398714307
ETV2::DRGX,0.5436694021101993,0.5620188195038495,0.6801801801801802,0.5881014304291288,0.5770722249151721,0.5805,0.5867095230976229
ETV5::FIGLA,0.7881008206330598,0.6278870829769033,0.7111486486486487,0.6300390117035111,0.46776539020843433,0.649,0.5871206458364479
PROP1,0.2672919109026964,0.5218135158254918,0.20157657657657657,0.3706111833550065,0.8582969785102601,0.569,0.5886530124084317
ZNF669,0.985052754982415,0.6000855431993156,0.8845720720720721,0.5399869960988296,0.39739861043787367,0.7085,0.5943713559575422
FOS::JUNB,0.4123681125439625,0.7514970059880239,0.3372747747747748,0.6612483745123537,0.6933268702536759,0.486,0.5961279712961579
ZNF135,0.7831184056271981,0.5915312232677502,0.7243806306306306,0.5510403120936281,0.5224592018096623,0.582,0.5962774704739124
ZNF324,0.5108440797186401,0.6402908468776732,0.5039414414414415,0.6648244473342002,0.6361286152851834,0.5035,0.5963522200627897
LHX5,0.350820633059789,0.660393498716852,0.3761261261261261,0.5477893368010404,0.7359024074971724,0.5895,0.599865450740021
NR1I2,0.7218640093786636,0.6488451668092386,0.6638513513513513,0.6189856957087126,0.541606075294878,0.5935,0.6029675586784272
Npas2,0.44753810082063306,0.6180496150556031,0.4890202702702703,0.6297139141742523,0.6855711746647277,0.5385,0.6058080430557632
Msgn1,0.4232121922626026,0.5983746792130026,0.40540540540540543,0.6209362808842653,0.7436581030861206,0.5295,0.6150769920765435
Hmx2,0.3182883939038687,0.5697177074422584,0.32798423423423423,0.514629388816645,0.8149135563095815,0.611,0.615749738376439
ELK1,1.0032239155920282,0.5556030795551754,1.2739301801801801,0.6189856957087126,0.3066731297463241,0.7955,0.6181043504260727
ETV5,1.0422039859320047,0.564585115483319,1.313063063063063,0.6063068920676203,0.29463564388431085,0.808,0.6229630737030947
CUX2,0.3300117233294256,0.5021385799828914,0.36993243243243246,0.5178803641092328,0.8459363386653741,0.571,0.6286440424577665
BHLHE40,0.8012895662368112,0.6920444824636441,0.9346846846846847,0.7064369310793238,0.4465988043302634,0.724,0.6286814172522052
HLF,0.3417350527549824,0.6082121471343028,0.3009572072072072,0.5520156046814044,0.8395540475036355,0.544,0.629204664374346
NR2F1,0.6594372801875733,0.6753635585970915,0.6052927927927928,0.6742522756827048,0.629827112619163,0.5325,0.6321572731349978
Gfi1B,0.3886283704572098,0.6582549187339607,0.3969594594594595,0.6801040312093628,0.7670059783486831,0.5275,0.632232022723875
PAX3,0.44871043376318875,0.5637296834901625,0.4721283783783784,0.5663198959687906,0.7623202455970269,0.659,0.6361937509343698
ZNF675,0.5495310668229777,0.660393498716852,0.48789414414414417,0.66222366710013,0.7031022782355792,0.5985,0.6386978621617581
ETV5::HOXA2,0.6538686987104337,0.5778443113772455,0.7162162162162162,0.6319895968790638,0.637502019712393,0.6,0.6413888473613395
ARNT2,0.8856975381008206,0.7343883661248931,1.021677927927928,0.7064369310793238,0.41169817417999677,0.8,0.6442293317386755
HES6,0.7497069167643611,0.6770744225834047,0.7598536036036037,0.7230169050715215,0.5482307319437713,0.707,0.6452384511885184
ELK3,1.182883939038687,0.5744225834046194,1.4445382882882882,0.5656697009102731,0.25949264824688967,0.9285,0.6472940648826432
FOXG1,0.30539273153575613,0.5739948674080411,0.2927927927927928,0.5809492847854356,0.8823719502342866,0.6315,0.6501719240544177
VENTX,0.3267878077373974,0.6360136869118905,0.29870495495495497,0.5461638491547465,0.8707384068508645,0.6795,0.6533114067872626
ETS2,0.9091441969519344,0.6646706586826348,1.1092342342342343,0.6927828348504551,0.44748747778316367,0.7375,0.6630662281357452
NR6A1,0.4566236811254396,0.6013686911890505,0.4552364864864865,0.6306892067620286,0.8368072386492164,0.482,0.6668784571684856
ZBTB7B,0.9255568581477139,0.7574850299401198,0.8510698198198198,0.8257477243172952,0.4909516884795605,0.7845,0.6779040215278817
Hoxd13,0.3493552168815944,0.5949529512403764,0.31165540540540543,0.5617685305591678,0.9232509290677008,0.6605,0.6789878905666019
ARGFX,0.3130128956623681,0.6458511548331908,0.30658783783783783,0.49219765929778936,0.9446598804330263,0.658,0.6798475108386904
TBX1,0.5943728018757327,0.7497861420017109,0.5934684684684685,0.7776332899869961,0.7081111649701083,0.707,0.6899387053371207
MGA::EVX1,0.4167643610785463,0.716852010265184,0.388231981981982,0.6892067620286085,0.8651640006463079,0.5985,0.6915458214979817
Atf1,1.0196365767878077,0.7322497861420018,1.0929054054054055,0.6801040312093628,0.48206495395055743,0.817,0.7013753924353416
E2F2,1.3068581477139507,0.69803250641574,1.3398085585585586,0.6996098829648895,0.3071578607206334,1.0685,0.707915981462102
TBX3,0.6808323563892146,0.739093242087254,0.6613175675675675,0.7496749024707412,0.7055259331071255,0.765,0.7089624757063836
ONECUT1,0.32063305978898005,0.6082121471343028,0.30067567567567566,0.5786736020806242,1.0064630796574567,0.686,0.7173718044550755
FOXD2,0.31359906213364597,0.6552609067579127,0.35135135135135137,0.6690507152145644,0.9716432380029084,0.691,0.7219689041710271
SATB1,0.37397420867526376,0.6582549187339607,0.33868243243243246,0.6274382314694408,0.9671998707384069,0.724,0.7238750186873972
Stat5a::Stat5b,0.48212192262602577,0.6787852865697177,0.5211148648648649,0.7217165149544863,0.8894005493617709,0.5365,0.7245103901928539
ZFP42,0.6896248534583822,0.6449957228400343,0.7252252252252253,0.6723016905071522,0.7821134270479884,0.6155,0.7257063836148901
EMX1,0.3783704572098476,0.7262617621899059,0.3662725225225225,0.6466189856957087,0.9735821619001455,0.636,0.7326207205860368
TBX20,0.5167057444314185,0.7489307100085543,0.48817567567567566,0.7948634590377113,0.8494910324769753,0.7035,0.7331065929137389
LHX9,0.4381594372801876,0.7408041060735672,0.43552927927927926,0.6456436931079323,0.9290677007594118,0.719,0.7362087008521453
HOXD9,0.39800703399765536,0.6779298545765612,0.38513513513513514,0.6267880364109233,0.9781871061560834,0.771,0.7433472865899238
ZNF784,0.7473622508792497,0.7694610778443114,0.7252252252252253,0.8351755526657998,0.718048149943448,0.7645,0.7441695320675736
NR4A2::RXRA,0.7265533411488863,0.7677502138579982,0.6624436936936937,0.7444733420026007,0.7922119890127646,0.6675,0.7496636268500523
Stat4,0.48182883939038684,0.6578272027373824,0.504222972972973,0.7025357607282184,0.9455485538859266,0.622,0.7505606219165795
POU3F4,0.31359906213364597,0.665098374679213,0.2604166666666667,0.6131339401820546,1.102116658587817,0.5735,0.7559052175213037
HSF4,0.5958382180539273,0.6625320786997434,0.6697635135135135,0.7795838751625488,0.8621748263047342,0.6685,0.7612498131260278
SNAI3,0.7549824150058617,0.7493584260051326,0.7094594594594594,0.8429778933680104,0.7694296332202294,0.702,0.7612871879204665
ZBTB33,1.4337631887456037,0.8845166809238666,1.4876126126126126,0.7210663198959688,0.2952011633543383,1.176,0.7649872925698908
Hmx1,0.42584994138335286,0.7480752780153977,0.4090653153153153,0.6404421326397919,1.0048473097430926,0.75,0.7685378980415608
Esrrg,0.608440797186401,0.7899914456800684,0.5782657657657657,0.8062418725617685,0.8862497980287607,0.622,0.7725743758409329
MLXIPL,0.786928487690504,0.8404619332763046,0.8113738738738738,0.8605331599479844,0.7484246243334949,0.7285,0.7811332037673793
HOXA5,0.42819460726846426,0.7801539777587682,0.4161036036036036,0.6947334200260078,1.0190660849894975,0.698,0.7815069517117655
FOXO6,0.38892145369284875,0.7014542343883661,0.41019144144144143,0.723667100130039,1.040798190337696,0.7005,0.7824039467782927
SOX12,0.5093786635404455,0.7425149700598802,0.5532094594594594,0.8702860858257477,0.9167070609145258,0.788,0.786328300194349
E2F1,1.51084407971864,0.7964071856287425,1.4887387387387387,0.6996098829648895,0.35078364840846665,1.132,0.787225295260876
ATF2,0.5383939038686987,0.8464499572284003,0.5993806306306306,0.856631989596879,0.9177573113588625,0.5785,0.7884960382717895
STAT1::STAT2,0.5873388042203986,0.7249786142001711,0.6224662162162162,0.7656046814044213,0.9150105025044434,0.779,0.7904395275825983
PAX6,0.5600820633059789,0.7549187339606501,0.5596846846846847,0.7239921976592978,0.9701890450799806,0.716,0.7972791149648677
Foxj2,0.42672919109026963,0.6928999144568007,0.39864864864864863,0.7100130039011704,1.0724672806592341,0.751,0.801801465091942
FOXE1,0.3675263774912075,0.7130025662959795,0.3893581081081081,0.7454486345903771,1.0883018258200032,0.773,0.8078188069965615
PDX1,0.37075029308323565,0.7553464499572284,0.330518018018018,0.6417425227568271,1.1160930683470673,0.8345,0.8096501719240544
TBX21,0.6975381008206331,0.844311377245509,0.6734234234234234,0.9018205461638491,0.8535304572628858,0.815,0.8115936612348632
HIF1A,1.328546307151231,0.867835757057314,1.4436936936936937,0.8228218465539662,0.4655033123283244,1.023,0.8233293466885933
FLI1,1.1301289566236812,0.8143712574850299,1.3764076576576576,0.8504551365409623,0.5710130877363063,0.9285,0.8293466885932127
HOXD4,0.5348769050410317,0.8165098374679213,0.5557432432432432,0.7896618985695709,1.0159961221522056,0.8245,0.8357751532366572
TFAP2E,1.6207502930832356,1.0230966638152268,1.3350225225225225,0.7288686605981795,0.4191307157860721,1.141,0.836298400358798
MYB,0.6820046893317703,0.7596236099230111,0.7007319819819819,0.893368010403121,0.9308450476652125,0.766,0.8369711466586934
ZNF574,1.1538686987104338,0.9063301967493584,1.1432995495495495,0.9131989596879063,0.6173048957828405,0.9615,0.840559126924802
MNT,0.7951348182883939,0.9508126603934988,0.8336148648648649,0.926853055916775,0.8363225076749071,0.77,0.8461653460905965
Alx1,0.42379835873388044,0.7946963216424294,0.4222972972972973,0.6996098829648895,1.1362094037809016,0.82,0.8469128419793691
HAND2,0.6143024618991794,0.760906757912746,0.6131756756756757,0.8111183355006502,1.0490386169009533,0.7065,0.8576020331888174
ELK4,1.1655920281359906,0.8776732249786142,1.349662162162162,0.8901170351105332,0.6094684116981742,0.9295,0.8582747794887128
THRB,0.9897420867526378,0.9328485885372113,0.8859797297297297,1.0006501950585176,0.7868799482953628,0.812,0.8651143668709822
Foxj3,0.3988862837045721,0.7442258340461934,0.4090653153153153,0.7828348504551366,1.1785425755372434,0.8255,0.8671326057706683
FLI1::DRGX,0.8827667057444314,0.8267750213857998,1.0596846846846846,0.8959687906371911,0.8237195023428664,0.8715,0.8747196890417103
Arid3a,0.3710433763188746,0.760906757912746,0.3454391891891892,0.6661248374512354,1.2790434642106965,0.8395,0.8907161010614442
Hoxa11,0.5128956623681126,0.8558597091531224,0.48282657657657657,0.7805591677503251,1.1869445790919373,0.8585,0.9073105097921962
SOX14,0.555978898007034,0.8323353293413174,0.5121058558558559,0.8215214564369311,1.180319922443044,0.762,0.9090671251308118
ZNF460,1.7160023446658852,1.0230966638152268,1.4853603603603605,0.8553315994798439,0.46719987073840685,1.2195,0.9110479892360592
FOXD1,0.5046893317702228,0.8434559452523525,0.47550675675675674,0.8472041612483745,1.1954273711423493,0.8635,0.9161683360741516
KLF17,1.425849941383353,1.1283147989734816,1.2525337837837838,1.255851755526658,0.5372434965260947,1.144,0.9251382867394229
ZNF816,1.2954279015240329,1.1201881950384944,1.0793918918918919,1.0169050715214565,0.7152205525933107,0.9595,0.9258857826281955
NFATC4,0.8323563892145369,0.8558597091531224,0.8572635135135135,0.8540312093628089,1.0087251575375666,0.8915,0.9262221557781433
TBX15,0.943728018757327,1.0436270316509837,0.8949887387387387,1.0815994798439532,0.8919857812247536,0.9515,0.938481088354014
HOXC10,0.49091441969519345,0.8909324208725407,0.4552364864864865,0.8185955786736021,1.2564226854095977,0.903,0.943750934369861
POU3F2,0.365767878077374,0.8011120615911035,0.30489864864864863,0.6836801040312094,1.410243981257069,0.78,0.9464419195694423
GMEB2,1.3206330597889802,0.9914456800684346,1.4386261261261262,0.9210013003901171,0.6698982064953951,1.1345,0.9466287935416355
Hmx3,0.5334114888628371,0.9332763045337895,0.5002815315315315,0.7711313394018205,1.2536758765551785,0.946,0.9553371206458364
Foxn1,1.186400937866354,0.9379811804961505,1.3282657657657657,0.9262028608582574,0.7813055420908063,1.0445,0.9555987442069068
FOSL1,0.6439038686987104,1.1206159110350726,0.5760135135135135,1.0646944083224967,1.1199709161415414,0.808,0.9574301091343997
MITF,0.8335287221570926,1.1090675791274593,0.8451576576576577,1.0559167750325098,1.0060591371788656,0.8395,0.9649798176110032
Prdm4,0.6872801875732708,0.9157399486740804,0.7570382882882883,1.002925877763329,1.1299079011148812,0.8095,0.9666990581551802
MSX1,0.5518757327080891,1.0004277159965782,0.5478603603603603,0.849479843953186,1.2324285021812893,0.961,0.9701749140379728
Nr1h3::Rxra,0.6919695193434936,0.93071000855432,0.6807432432432432,1.048114434330299,1.1551139117789626,0.7855,0.9735386455374495
FOXO1::ELK1,0.895662368112544,1.015825491873396,0.9667792792792793,1.0565669700910274,1.0031507513330102,0.9175,0.9854612049633727
TCF7L2,0.5026377491207503,0.9174508126603935,0.4895833333333333,0.9024707412223667,1.3515915333656487,0.764,0.9954029002840484
DMRTC2,0.492379835873388,0.932420872540633,0.5436373873873874,1.0071521456436932,1.3284052350945226,0.834,1.0091194498430258
GCM1,1.1928487690504104,1.053464499572284,1.1528716216216217,1.0438881664499349,0.8860074325416061,1.108,1.0099416953206757
ELF2,1.309495896834701,1.0068434559452524,1.5273085585585586,1.0295838751625488,0.7717724995960575,1.0825,1.014052922708925
TBR1,0.8056858147713951,1.0453378956372967,0.803490990990991,1.0868010403120936,1.1087413152367103,1.033,1.0158469128419794
NKX6-3,0.5756154747948418,0.9332763045337895,0.5503941441441441,0.8754876462938882,1.341250605913718,0.9115,1.017304529825086
HOXB4,0.60052754982415,0.9987168520102652,0.5791103603603603,0.9652145643693107,1.3026337049604135,0.8925,1.021042009268949
Sox7,0.5899765533411488,0.979469632164243,0.588963963963964,0.9847204161248374,1.308531265147843,0.8745,1.022948123785319
ZNF680,0.6219226260257913,0.8639863130881095,0.5844594594594594,0.8923927178153446,1.3680723864921636,0.823,1.0294139632232022
HEY1,1.7977725674091443,1.1685201026518393,1.927364864864865,1.1001300390117035,0.4432864760058168,1.4885,1.030049334728659
ZIM3,0.5507033997655334,0.9585115483319077,0.6461148648648649,1.0260078023407022,1.2959282598158022,0.9905,1.031282702945134
EGR2,2.037221570926143,1.1518391787852866,1.8854166666666667,1.0708712613784135,0.4053158830182582,1.504,1.0337868141725222
STAT3,0.608440797186401,0.9174508126603935,0.6078265765765766,0.9310793237971391,1.3764743900468572,0.822,1.0437285094931978
FOSB::JUN,0.854337631887456,1.05945252352438,0.9065315315315315,1.040962288686606,1.1658587817094845,0.8455,1.044102257437584
LBX1,0.6386283704572099,0.998289136013687,0.6241554054054054,1.0009752925877764,1.3001292615931492,1.08,1.0488114815368514
POU6F2,0.5471864009378663,1.0419161676646707,0.518581081081081,0.9193758127438232,1.39214735821619,0.967,1.051689340708626
ERF,1.4569167643610785,1.0590248075278015,1.6497747747747749,1.0994798439531859,0.743415737598966,1.224,1.0591642995963522
MXI1,0.7974794841735052,1.0384944396920446,0.8524774774774775,1.064369310793238,1.2208757472935854,0.8915,1.0594259231574226
MEF2C,0.552168815943728,0.9054747647562019,0.5123873873873874,0.8517555266579974,1.4488608822103732,0.9945,1.060098669457318
ZNF214,0.6591441969519344,0.981180496150556,0.6661036036036037,1.0393368010403121,1.348198416545484,0.8075,1.0617805352070564
HOXC4,0.6644196951934349,1.0179640718562875,0.6556869369369369,0.9570871261378413,1.3626595572790434,1.0645,1.0807295559874421
HES2,1.944021101992966,1.2023096663815227,2.1632882882882885,1.188556566970091,0.40685086443690416,1.5995,1.084579159814621
TGIF2LX,0.8487690504103166,1.0641573994867408,0.9679054054054054,1.1934330299089726,1.1816933268702536,0.9715,1.0862236507699208
HOXD8,0.5621336459554513,1.0624465355004278,0.5357545045045045,0.9723667100130039,1.4465180158345452,0.9775,1.0896995066527133
RUNX2,1.3168229777256741,1.149272882805817,1.3206644144144144,1.141742522756827,0.9166262724188076,1.2375,1.0914934967857677
LHX6,0.6960726846424384,1.1937553464499573,0.7697072072072072,1.0721716514954487,1.3153174987881726,0.9785,1.10016444909553
ETV5::FOXI1,1.1128370457209849,1.1501283147989734,1.1903153153153154,1.1970091027308192,1.0325577637744385,1.1435,1.1012109433398116
HOXB2,0.5542203985932005,1.0419161676646707,0.5132319819819819,0.9099479843953185,1.5100985619647762,0.9255,1.1022574375840932
SCRT1,0.7268464243845252,1.0436270316509837,0.7418355855855856,1.1336150845253576,1.3465018581354016,0.918,1.1042383016893407
ZNF766,0.6987104337631888,1.014114627887083,0.7367680180180181,1.0741222366710013,1.3658103086120537,1.0095,1.106331290177904
HOXB8,0.5744431418522861,1.0872540633019674,0.5461711711711712,0.9918725617685306,1.476894490224592,1.001,1.1128718792046643
NR4A2,0.8575615474794842,1.1043627031650984,0.8465653153153153,1.1144343302990898,1.2895459686540636,0.936,1.112909253999103
Nkx3-2,0.6808323563892146,1.0500427715996579,0.7255067567567568,1.0663198959687907,1.3839069316529327,1.0605,1.1169831065929137
EOMES,0.9170574443141852,1.169803250641574,0.9588963963963963,1.2347204161248375,1.2000323153982873,1.155,1.12991478546868
FOSL2::JUNB,0.9032825322391559,1.334901625320787,0.8902027027027027,1.2158647594278285,1.243900468573275,0.9205,1.134063387651368
ZNF417,1.962485345838218,1.1864841745081267,1.8302364864864864,1.0172301690507153,0.6639198578122475,1.548,1.1367169980565106
POU2F3,0.4935521688159437,1.021813515825492,0.4467905405405405,0.932704811443433,1.628696073679108,0.9035,1.1397817312004783
Olig2,1.735052754982415,1.2463644140290846,1.662162162162162,1.0897269180754225,0.7870415252867992,1.454,1.1489011810435044
Twist2,1.735052754982415,1.2463644140290846,1.662162162162162,1.0897269180754225,0.7870415252867992,1.454,1.1489011810435044
HESX1,0.6163540445486518,1.1120615911035072,0.5774211711711712,0.8936931079323797,1.5386169009533042,1.0995,1.1491628046045748
JUNB,0.8376318874560376,1.3109495295124038,0.8333333333333334,1.2643042912873863,1.302391339473259,0.95,1.1508820451487516
JUND,0.7989449003516998,1.363130881094953,0.7598536036036037,1.3498049414824447,1.3207303280012925,0.9145,1.1564135147256691
Ddit3::Cebpa,0.8912661195779601,1.1193327630453378,0.8448761261261262,1.0591677503250976,1.3817256422685409,1.02,1.1608611152638662
ZNF652,0.6749706916764361,1.11633875106929,0.6469594594594594,1.1986345903771132,1.4909516884795606,1.025,1.1736806697563162
USF1,1.0093786635404456,1.2917023096663816,1.0121058558558558,1.3078673602080624,1.241153659718856,0.997,1.1750261623561071
HOXA3,0.7473622508792497,1.1629597946963217,0.7660472972972973,1.046814044213264,1.4705929875585717,1.075,1.1796606368664972
CEBPG,0.7209847596717468,1.1680923866552608,0.651463963963964,1.0838751625487646,1.5269025690741638,0.963,1.1834728658992375
TCF21,0.9457796014067995,1.10393498716852,0.9710022522522522,1.1514954486345903,1.3595895944417515,1.0355,1.184743608910151
Nr1H4,0.9742086752637749,1.1894781864841746,1.0374436936936937,1.2486996098829648,1.311278074002262,1.015,1.1919569442368068
DMRTA1,0.690504103165299,1.1231822070145423,0.7570382882882883,1.226592977893368,1.4995152690256908,1.0215,1.1977874121692331
Pou5f1::Sox2,0.4791910902696366,1.0466210436270316,0.42680180180180183,0.9772431729518856,1.7618355146227178,0.9275,1.205972492151293
SPIC,0.9941383352872216,1.2202737382378102,0.9676238738738738,1.1716514954486346,1.3654063661334626,1.1295,1.212662580355808
ARNT::HIF1A,1.742379835873388,1.2549187339606502,1.9214527027027026,1.2067620286085825,0.8052189368233964,1.5365,1.2130363283001944
Pax7,0.5211019929660023,1.0530367835757057,0.4572072072072072,0.8761378413524057,1.7632897075456455,1.144,1.2211466586933772
MSX2,0.7327080890973037,1.223267750213858,0.7438063063063063,1.0692457737321197,1.5332848602359024,1.2265,1.2230153984153087
GBX1,0.7075029308323564,1.2117194183062447,0.6776463963963963,1.0731469440832249,1.572386492163516,1.1705,1.2243608910150994
SREBF1,0.9824150058616647,1.296834901625321,1.0261824324324325,1.3403771131339401,1.350137340442721,0.991,1.2276124981312604
EPAS1,1.9510550996483,1.300256629597947,2.0791103603603602,1.255851755526658,0.7032638552270156,1.609,1.2284347436089103
TFCP2,1.0140679953106682,1.041060735671514,1.200731981981982,1.2113133940182055,1.3481176280497658,1.1515,1.2286963671699807
ETS1,1.5773739742086752,1.2288280581693756,1.8181306306306306,1.2226918075422626,0.9565357893036032,1.3805,1.2361713260577067
Mafg,1.1204572098475967,1.3575705731394354,1.0816441441441442,1.3485045513654097,1.2758927128776862,1.166,1.237554193451936
SMAD2,1.2892731535756154,1.2711719418306244,1.347972972972973,1.3910923276983096,1.1386330586524478,1.3415,1.241403797279115
FOXI1,0.6617819460726846,1.1313088109495295,0.6835585585585585,1.1732769830949286,1.623606398448861,1.183,1.2484302586335776
ETV5::DRGX,1.2256740914419695,1.2284003421727974,1.3626126126126126,1.2447984395318596,1.2387300048473098,1.243,1.2536253550605472
NFYA,1.2280187573270809,1.300256629597947,1.2984234234234233,1.4112483745123536,1.220310227823558,1.189,1.2582598295709373
OSR1,1.5395662368112544,1.2369546621043628,1.7511261261261262,1.247074122236671,1.045807077072225,1.3325,1.2636791747645388
OLIG3,0.7520515826494725,1.0530367835757057,0.7567567567567568,1.1267880364109233,1.6724026498626596,0.966,1.2638286739422933
EMX2,0.6225087924970691,1.2181351582549187,0.558277027027027,1.0750975292587777,1.7228954596865407,1.1625,1.267491403797279
ZNF708,1.4375732708089097,1.341317365269461,1.4031531531531531,1.3468790637191157,1.1434803683955406,1.3045,1.2681641500971745
PHOX2B,0.5175849941383353,1.0615911035072711,0.41188063063063063,0.7925877763328999,1.8920665697204717,1.195,1.2692106443414561
HOXB7,0.7719812426729191,1.186911890504705,0.8212274774774775,1.2269180754226268,1.5785264178380998,1.212,1.2730976229630737
MAX,1.4056271981242674,1.4183062446535502,1.5239301801801801,1.3696358907672301,1.1026821780578446,1.3745,1.2758259829570937
SNAI2,1.2382766705744432,1.320786997433704,1.212837837837838,1.3923927178153446,1.2914848925513007,1.1965,1.2813200777395723
ZNF257,1.8813012895662369,1.5175363558597093,1.6311936936936937,1.409297789336801,0.9321376635967038,1.539,1.297353864553745
ZNF320,2.1957796014067994,1.6094952951240376,1.7083333333333333,1.419700910273082,0.810874131523671,1.493,1.2973912393481837
KLF5,2.1368698710433764,1.6347305389221556,2.045608108108108,1.6732769830949286,0.6480853126514784,1.599,1.2986246075646584
LHX2,0.6644196951934349,1.1766467065868262,0.6010698198198198,1.0653446033810143,1.760785264178381,1.269,1.2992599790701151
FOXL1,0.6729191090269636,1.1608212147134302,0.6649774774774775,1.2213914174252276,1.7216028437550492,1.206,1.3025489609807146
Dlx5,0.7883939038686987,1.250213857998289,0.7874436936936937,1.1859557867360209,1.6375828082081112,1.2795,1.3038944535805053
NHLH1,1.305978898007034,1.3712574850299402,1.1576576576576576,1.3732119635890767,1.3288899660688318,1.2235,1.3041560771415757
ZNF692,2.1368698710433764,1.4538066723695466,1.898367117117117,1.2337451235370611,0.8633058652447891,1.5145,1.3059874420690687
NR1H4::RXRA,1.1658851113716295,1.3460222412318221,1.1272522522522523,1.2789336801040312,1.4338342220067863,1.1635,1.3132755269846015
ETV2::FIGLA,1.7543962485345839,1.3857998289136013,1.6739864864864864,1.336150845253576,1.0463725965422523,1.467,1.3143967708177604
Pgr,0.6509378663540446,1.160393498716852,0.7266328828828829,1.2330949284785435,1.7768621748263047,0.9515,1.3157796382119897
SOX4,0.8045134818288394,1.2715996578272026,0.7801238738738738,1.3182704811443433,1.650589756018743,1.182,1.3207878606667662
PHOX2A,0.6134232121922626,1.2651839178785287,0.536036036036036,0.9583875162548765,1.8707384068508643,1.2205,1.326805202571386
Nkx3-1,1.0902696365767879,1.2429426860564585,1.1399211711711712,1.346228868660598,1.4592825981580222,1.3255,1.3279264464045448
Crx,0.8936107854630715,1.270316509837468,0.8952702702702703,1.2174902470741222,1.6424301179512037,1.145,1.3291971894154582
HEY2,2.021981242672919,1.4059024807527802,2.1173986486486487,1.400845253576073,0.8322022943932784,1.6605,1.3319629242039168
NR1I3,0.9592614302461899,1.2587681779298545,1.0146396396396395,1.359557867360208,1.5605105832929391,1.1675,1.3325235461204963
